ฤๅํü_๒ๅ์๏ๅ๐เ๒๓๐เ;ฤๅํü_ไเโ๋ๅํ่ๅ;ฤๅํü_โๅ๒ๅ๐;ยๅ๗ๅ๐_๒ๅ์๏ๅ๐เ๒๓๐เ;ยๅ๗ๅ๐_ไเโ๋ๅํ่ๅ;ยๅ๗ๅ๐_โๅ๒ๅ๐
5.0;750;ย 4์/๑;1.0;750.0;ย 4์/๑
0.0;752;ย 2์/๑;1.0;752.0;ย 2์/๑
1.0;751;ย 2์/๑;0.0;749.0;ย 2์/๑
6.0;752;Þว 3์/๑;4.0;753.0;Þว 3์/๑
9.0;753;Þว 3์/๑;6.0;753.0;Þว 3์/๑
9.0;749;ย 3์/๑;5.0;745.0;ย 3์/๑
8.0;737;Þว 3์/๑;6.0;738.0;Þว 3์/๑
8.0;746;ว 2์/๑;6.0;746.0;ว 2์/๑
10.0;745;ว 4์/๑;7.0;746.0;ว 4์/๑
10.0;754;ัว 3์/๑;2.0;755.0;ัว 3์/๑
14.0;753;Þ 3์/๑;10.0;752.0;Þ 3์/๑
15.0;747;Þ 2์/๑;11.0;746.0;Þ 2์/๑
17.0;743;Þ 3์/๑;5.0;745.0;Þ 3์/๑
13.0;743;Þว 3์/๑;8.0;743.0;Þว 3์/๑
14.0;738;ว 5์/๑;10.0;740.0;ว 5์/๑
11.0;740;ว 2์/๑;7.0;740.0;ว 2์/๑
10.0;737;ย 2์/๑;7.0;737.0;ย 2์/๑
3.0;733;ว 5์/๑;4.0;737.0;ว 5์/๑
6.0;740;ว 2์/๑;4.0;742.0;ว 2์/๑
7.0;740;-;1.0;739.0;-
7.0;740;Þว 5์/๑;6.0;740.0;Þว 5์/๑
11.0;736;ว 4์/๑;8.0;740.0;ว 4์/๑
10.0;740;Þ 2์/๑;6.0;740.0;Þ 2์/๑
10.0;746;ัว 4์/๑;5.0;748.0;ัว 4์/๑
9.0;747;ว 1์/๑;9.0;749.0;ว 1์/๑
13.0;753;ย 3์/๑;13.0;752.0;ย 3์/๑
25.0;752;ว 2์/๑;18.0;754.0;ว 2์/๑
25.0;752;Þ 2์/๑;20.0;752.0;Þ 2์/๑
23.0;752;Þย 1์/๑;18.0;752.0;Þย 1์/๑
23.0;750;ย 2์/๑;18.0;750.0;ย 2์/๑
23.0;746;ย 2์/๑;18.0;745.0;ย 2์/๑
24.0;741;ัว 2์/๑;17.0;742.0;ัว 2์/๑
21.0;745;ัว 2์/๑;14.0;747.0;ัว 2์/๑
18.0;746;ัย 3์/๑;16.0;746.0;ัย 3์/๑
12.0;746;ัย 2์/๑;11.0;746.0;ัย 2์/๑
18.0;743;ัย 2์/๑;13.0;743.0;ัย 2์/๑
8.0;743;ั 2์/๑;5.0;744.0;ั 2์/๑
15.0;748;ั 2์/๑;12.0;750.0;ั 2์/๑
18.0;755;ว 2์/๑;14.0;755.0;ว 2์/๑
19.0;754;Þ 1์/๑;13.0;753.0;Þ 1์/๑
19.0;750;ัว 1์/๑;16.0;749.0;ัว 1์/๑
15.0;746;ย 2์/๑;12.0;746.0;ย 2์/๑
20.0;745;ว 2์/๑;17.0;744.0;ว 2์/๑
15.0;739;Þว 2์/๑;12.0;738.0;Þว 2์/๑
15.0;736;ว 3์/๑;11.0;736.0;ว 3์/๑
10.0;737;ว 3์/๑;9.0;738.0;ว 3์/๑
12.0;740;ว 2์/๑;8.0;742.0;ว 2์/๑
16.0;746;ว 2์/๑;13.0;746.0;ว 2์/๑
19.0;750;ั 2์/๑;16.0;752.0;ั 2์/๑
26.0;752;ัว 3์/๑;15.0;752.0;ัว 3์/๑
28.0;750;ว 2์/๑;21.0;749.0;ว 2์/๑
29.0;749;Þว 3์/๑;20.0;749.0;Þว 3์/๑
29.0;750;ว 3์/๑;23.0;751.0;ว 3์/๑
28.0;751;Þ 2์/๑;18.0;751.0;Þ 2์/๑
29.0;751;ว 3์/๑;24.0;750.0;ว 3์/๑
30.0;747;Þ 2์/๑;24.0;748.0;Þ 2์/๑
25.0;749;-;24.0;749.0;-
28.0;750;Þย 1์/๑;24.0;750.0;Þย 1์/๑
31.0;750;Þย 2์/๑;26.0;749.0;Þย 2์/๑
33.0;746;ย 2์/๑;24.0;747.0;ย 2์/๑
28.0;749;Þ 2์/๑;20.0;749.0;Þ 2์/๑
19.0;748;ว 2์/๑;18.0;747.0;ว 2์/๑
28.0;746;ว 3์/๑;18.0;746.0;ว 3์/๑
23.0;747;ัว 3์/๑;19.0;747.0;ัว 3์/๑
19.0;749;ัว 3์/๑;13.0;750.0;ัว 3์/๑
20.0;752;ัว 3์/๑;13.0;752.0;ัว 3์/๑
26.0;747;ว 3์/๑;18.0;747.0;ว 3์/๑
24.0;750;ัว 3์/๑;18.0;749.0;ัว 3์/๑
21.0;750;ั 2์/๑;15.0;750.0;ั 2์/๑
19.0;749;ัว 2์/๑;11.0;749.0;ัว 2์/๑
23.0;746;ว 2์/๑;13.0;746.0;ว 2์/๑
21.0;750;ัว 2์/๑;17.0;750.0;ัว 2์/๑
28.0;749;Þว 2์/๑;19.0;749.0;Þว 2์/๑
32.0;747;ว 3์/๑;28.0;746.0;ว 3์/๑
32.0;746;Þว 2์/๑;28.0;746.0;Þว 2์/๑
35.0;746;ว 2์/๑;29.0;744.0;ว 2์/๑
32.0;744;ั 1์/๑;24.0;745.0;ั 1์/๑
33.0;745;ย 2์/๑;25.0;746.0;ย 2์/๑
32.0;746;ย 3์/๑;28.0;748.0;ย 3์/๑
37.0;746;Þย 3์/๑;27.0;747.0;Þย 3์/๑
35.0;747;ย 2์/๑;30.0;746.0;ย 2์/๑
31.0;746;ว 3์/๑;24.0;747.0;ว 3์/๑
32.0;748;ัว 2์/๑;26.0;748.0;ัว 2์/๑
32.0;746;ัย 2์/๑;27.0;746.0;ัย 2์/๑
31.0;744;ั 2์/๑;26.0;744.0;ั 2์/๑
32.0;742;ย 2์/๑;27.0;742.0;ย 2์/๑
35.0;741;ว 2์/๑;29.0;741.0;ว 2์/๑
33.0;743;ว 3์/๑;27.0;743.0;ว 3์/๑
26.0;744;ว 3์/๑;21.0;746.0;ว 3์/๑
24.0;744;ว 1์/๑;17.0;745.0;ว 1์/๑
26.0;747;ัว 3์/๑;20.0;748.0;ัว 3์/๑
23.0;748;ัว 3์/๑;17.0;750.0;ัว 3์/๑
26.0;746;ว 2์/๑;18.0;747.0;ว 2์/๑
31.0;743;ว 3์/๑;24.0;743.0;ว 3์/๑
24.0;742;ัว 4์/๑;16.0;745.0;ัว 4์/๑
19.0;748;ัว 2์/๑;14.0;747.0;ัว 2์/๑
25.0;741;ว 3์/๑;20.0;743.0;ว 3์/๑
26.0;746;ั 2์/๑;21.0;746.0;ั 2์/๑
35.0;741;ว 3์/๑;31.0;740.0;ว 3์/๑
24.0;737;Þย 1์/๑;22.0;734.0;Þย 1์/๑
17.0;734;Þว 3์/๑;17.0;734.0;Þว 3์/๑
23.0;740;ว 4์/๑;18.0;743.0;ว 4์/๑
25.0;746;Þว 3์/๑;19.0;746.0;Þว 3์/๑
23.0;746;ว 2์/๑;20.0;745.0;ว 2์/๑
24.0;742;ัว 2์/๑;17.0;743.0;ัว 2์/๑
19.0;743;ัว 3์/๑;17.0;744.0;ัว 3์/๑
22.0;744;ั 1์/๑;18.0;745.0;ั 1์/๑
22.0;746;ัย 2์/๑;17.0;747.0;ัย 2์/๑
27.0;745;ว 2์/๑;22.0;743.0;ว 2์/๑
20.0;738;Þว 2์/๑;18.0;739.0;Þว 2์/๑
22.0;742;ว 3์/๑;17.0;744.0;ว 3์/๑
22.0;745;ว 3์/๑;19.0;745.0;ว 3์/๑
26.0;747;ว 2์/๑;17.0;747.0;ว 2์/๑
26.0;747;ัว 3์/๑;19.0;748.0;ัว 3์/๑
26.0;749;ัว 2์/๑;20.0;748.0;ัว 2์/๑
28.0;747;ัว 2์/๑;22.0;747.0;ัว 2์/๑
28.0;747;ว 2์/๑;19.0;747.0;ว 2์/๑
29.0;746;Þ 1์/๑;25.0;745.0;Þ 1์/๑
28.0;745;ั 2์/๑;20.0;746.0;ั 2์/๑
30.0;746;ว 3์/๑;22.0;747.0;ว 3์/๑
31.0;746;ว 4์/๑;25.0;744.0;ว 4์/๑
22.0;753;ั 3์/๑;17.0;754.0;ั 3์/๑
26.0;754;ว 2์/๑;18.0;753.0;ว 2์/๑
25.0;750;ัว 4์/๑;18.0;750.0;ัว 4์/๑
23.0;748;ั 2์/๑;18.0;748.0;ั 2์/๑
21.0;749;ัว 3์/๑;16.0;750.0;ัว 3์/๑
24.0;752;ั 2์/๑;17.0;753.0;ั 2์/๑
21.0;752;ว 2์/๑;18.0;751.0;ว 2์/๑
28.0;750;ั 2์/๑;18.0;750.0;ั 2์/๑
29.0;747;ัว 2์/๑;23.0;748.0;ัว 2์/๑
26.0;749;ัว 4์/๑;20.0;751.0;ัว 4์/๑
24.0;753;ั 2์/๑;20.0;755.0;ั 2์/๑
27.0;754;ว 2์/๑;19.0;753.0;ว 2์/๑
29.0;747;ว 3์/๑;19.0;747.0;ว 3์/๑
24.0;746;ว 1์/๑;14.0;746.0;ว 1์/๑
17.0;744;-;15.0;743.0;-
19.0;742;ัว 3์/๑;13.0;743.0;ัว 3์/๑
18.0;745;ว 3์/๑;14.0;747.0;ว 3์/๑
16.0;749;ัว 2์/๑;12.0;749.0;ัว 2์/๑
16.0;751;ัว 2์/๑;13.0;752.0;ัว 2์/๑
22.0;753;ัว 2์/๑;17.0;754.0;ัว 2์/๑
26.0;753;ว 2์/๑;14.0;752.0;ว 2์/๑
20.0;749;ั 2์/๑;13.0;751.0;ั 2์/๑
16.0;752;ั 2์/๑;11.0;753.0;ั 2์/๑
20.0;749;ัว 3์/๑;15.0;749.0;ัว 3์/๑
14.0;751;ย 2์/๑;15.0;750.0;ย 2์/๑
26.0;749;Þว 1์/๑;16.0;750.0;Þว 1์/๑
27.0;749;ว 2์/๑;18.0;749.0;ว 2์/๑
24.0;747;ว 2์/๑;21.0;743.0;ว 2์/๑
18.0;740;ว 5์/๑;9.0;743.0;ว 5์/๑
17.0;745;ัว 2์/๑;10.0;746.0;ัว 2์/๑
17.0;746;ัว 2์/๑;8.0;747.0;ัว 2์/๑
19.0;746;ัว 3์/๑;9.0;746.0;ัว 3์/๑
19.0;747;ั 1์/๑;14.0;749.0;ั 1์/๑
21.0;752;Þ 2์/๑;18.0;752.0;Þ 2์/๑
26.0;749;Þ 1์/๑;18.0;749.0;Þ 1์/๑
26.0;748;ว 1์/๑;23.0;748.0;ว 1์/๑
34.0;743;Þว 2์/๑;30.0;743.0;Þว 2์/๑
21.0;749;ว 3์/๑;15.0;749.0;ว 3์/๑
22.0;752;ว 2์/๑;16.0;753.0;ว 2์/๑
19.0;753;ว 2์/๑;13.0;753.0;ว 2์/๑
13.0;756;ัว 3์/๑;11.0;758.0;ัว 3์/๑
17.0;760;ัย 2์/๑;11.0;761.0;ัย 2์/๑
;;;10.0;761.0;-
21.0;759;ย 1์/๑;13.0;758.0;ย 1์/๑
22.0;755;ัย 1์/๑;17.0;754.0;ัย 1์/๑
22.0;752;ว 2์/๑;16.0;752.0;ว 2์/๑
23.0;754;ัว 1์/๑;15.0;755.0;ัว 1์/๑
22.0;754;ว 1์/๑;19.0;753.0;ว 1์/๑
28.0;749;ว 3์/๑;20.0;749.0;ว 3์/๑
25.0;750;ัว 2์/๑;18.0;752.0;ัว 2์/๑
23.0;754;ย 1์/๑;18.0;754.0;ย 1์/๑
26.0;755;ย 1์/๑;20.0;755.0;ย 1์/๑
27.0;756;ย 1์/๑;22.0;756.0;ย 1์/๑
27.0;757;ว 2์/๑;17.0;757.0;ว 2์/๑
27.0;756;ัว 2์/๑;18.0;756.0;ัว 2์/๑
27.0;756;ว 1์/๑;17.0;757.0;ว 1์/๑
29.0;758;ว 1์/๑;20.0;758.0;ว 1์/๑
28.0;758;Þว 2์/๑;23.0;758.0;Þว 2์/๑
23.0;758;Þ 3์/๑;17.0;757.0;Þ 3์/๑
18.0;755;ัว 2์/๑;9.0;755.0;ัว 2์/๑
13.0;752;ัว 1์/๑;7.0;751.0;ัว 1์/๑
9.0;743;ว 3์/๑;9.0;744.0;ว 3์/๑
11.0;736;ว 3์/๑;12.0;740.0;ว 3์/๑
11.0;755;ัว 2์/๑;4.0;756.0;ัว 2์/๑
17.0;752;Þว 3์/๑;12.0;749.0;Þว 3์/๑
19.0;742;Þว 3์/๑;9.0;742.0;Þว 3์/๑
3.0;743;ั 2์/๑;1.0;742.0;ั 2์/๑
0.0;740;ว 4์/๑;-1.0;743.0;ว 4์/๑
1.0;745;Þว 4์/๑;0.0;745.0;Þว 4์/๑
0.0;744;ว 3์/๑;0.0;745.0;ว 3์/๑
1.0;748;ว 2์/๑;-1.0;749.0;ว 2์/๑
2.0;754;ว 4์/๑;2.0;755.0;ว 4์/๑
3.0;758;ว 3์/๑;3.0;758.0;ว 3์/๑
9.0;759;ว 3์/๑;6.0;760.0;ว 3์/๑
6.0;758;ว 4์/๑;5.0;757.0;ว 4์/๑
7.0;758;ัย 1์/๑;5.0;759.0;ัย 1์/๑
10.0;755;ว 3์/๑;7.0;753.0;ว 3์/๑
11.0;749;ว 3์/๑;9.0;748.0;ว 3์/๑
5.0;746;ว 2์/๑;5.0;745.0;ว 2์/๑
1.0;750;ั 2์/๑;1.0;754.0;ั 2์/๑
1.0;758;ั 2์/๑;-2.0;760.0;ั 2์/๑
3.0;761;Þ 1์/๑;-2.0;761.0;Þ 1์/๑
3.0;758;Þย 2์/๑;3.0;755.0;Þย 2์/๑
0.0;752;ย 1์/๑;0.0;752.0;ย 1์/๑
1.0;749;ย 2์/๑;2.0;749.0;ย 2์/๑
3.0;746;Þว 3์/๑;3.0;749.0;Þว 3์/๑
7.0;746;Þว 2์/๑;5.0;745.0;Þว 2์/๑
5.0;745;Þ 1์/๑;4.0;743.0;Þ 1์/๑
3.0;746;ัว 3์/๑;1.0;752.0;ัว 3์/๑
0.0;756;ัว 2์/๑;-1.0;757.0;ัว 2์/๑
-1.0;761;ั 2์/๑;-2.0;763.0;ั 2์/๑
0.0;755;ว 3์/๑;1.0;754.0;ว 3์/๑
3.0;744;ว 3์/๑;3.0;744.0;ว 3์/๑
4.0;738;ว 3์/๑;5.0;737.0;ว 3์/๑
5.0;743;ัว 2์/๑;4.0;745.0;ัว 2์/๑
5.0;740;ว 2์/๑;4.0;739.0;ว 2์/๑
3.0;747;ัว 5์/๑;3.0;751.0;ัว 5์/๑
3.0;756;ว 2์/๑;-1.0;756.0;ว 2์/๑
2.0;753;ว 2์/๑;2.0;752.0;ว 2์/๑
3.0;751;Þ 1์/๑;2.0;750.0;Þ 1์/๑
2.0;746;Þ 3์/๑;1.0;743.0;Þ 3์/๑
0.0;736;ย 3์/๑;1.0;735.0;ย 3์/๑
0.0;738;ย 2์/๑;0.0;740.0;ย 2์/๑
-1.0;743;ย 2์/๑;-3.0;745.0;ย 2์/๑
-4.0;749;ั 1์/๑;-5.0;750.0;ั 1์/๑
-3.0;748;ย 2์/๑;-4.0;748.0;ย 2์/๑
-3.0;748;ย 3์/๑;-5.0;749.0;ย 3์/๑
-6.0;752;ย 3์/๑;-7.0;754.0;ย 3์/๑
-4.0;754;ย 1์/๑;-5.0;755.0;ย 1์/๑
-6.0;755;Þ 1์/๑;-6.0;755.0;Þ 1์/๑
-9.0;752;ย 4์/๑;-9.0;750.0;ย 4์/๑
3.0;741;Þว 3์/๑;3.0;744.0;Þว 3์/๑
7.0;746;Þว 2์/๑;8.0;746.0;Þว 2์/๑
10.0;748;Þว 2์/๑;10.0;749.0;Þว 2์/๑
3.0;755;ัว 2์/๑;2.0;756.0;ัว 2์/๑
1.0;752;ย 2์/๑;0.0;752.0;ย 2์/๑
0.0;744;ย 4์/๑;2.0;740.0;ย 4์/๑
-4.0;746;ว 4์/๑;-5.0;749.0;ว 4์/๑
-2.0;751;ว 3์/๑;-3.0;752.0;ว 3์/๑
2.0;754;-;-2.0;755.0;-
0.0;752;ย 2์/๑;-1.0;750.0;ย 2์/๑
-1.0;749;ย 1์/๑;-1.0;746.0;ย 1์/๑
1.0;749;Þย 1์/๑;0.0;750.0;Þย 1์/๑
-1.0;754;ัย 2์/๑;-2.0;756.0;ัย 2์/๑
-3.0;755;ว 2์/๑;-2.0;753.0;ว 2์/๑
-1.0;748;Þว 2์/๑;-1.0;745.0;Þว 2์/๑
2.0;745;ว 3์/๑;1.0;743.0;ว 3์/๑
2.0;731;ว 4์/๑;3.0;731.0;ว 4์/๑
1.0;737;ัว 3์/๑;1.0;741.0;ัว 3์/๑
0.0;754;ัว 3์/๑;-1.0;755.0;ัว 3์/๑
2.0;753;ว 5์/๑;1.0;752.0;ว 5์/๑
-1.0;756;ว 2์/๑;-2.0;755.0;ว 2์/๑
-2.0;753;Þว 2์/๑;0.0;752.0;Þว 2์/๑
1.0;744;Þ 2์/๑;-1.0;746.0;Þ 2์/๑
0.0;752;ว 2์/๑;-4.0;753.0;ว 2์/๑
-2.0;751;Þย 2์/๑;-3.0;749.0;Þย 2์/๑
-4.0;744;ัว 1์/๑;-5.0;743.0;ัว 1์/๑
-9.0;743;ัว 3์/๑;-10.0;746.0;ัว 3์/๑
-10.0;752;ว 2์/๑;-12.0;752.0;ว 2์/๑
-16.0;754;ย 1์/๑;-13.0;750.0;ย 1์/๑
-6.0;743;ย 2์/๑;-5.0;745.0;ย 2์/๑
-1.0;746;Þ 1์/๑;-1.0;743.0;Þ 1์/๑
2.0;736;-;;;
2.0;741;ว 2์/๑;2.0;742.0;ว 2์/๑
1.0;730;ย 1์/๑;0.0;733.0;ย 1์/๑
-1.0;743;ัว 5์/๑;-3.0;746.0;ัว 5์/๑
-5.0;743;Þว 2์/๑;-2.0;740.0;Þว 2์/๑
1.0;736;ว 2์/๑;-3.0;735.0;ว 2์/๑
-4.0;745;ว 3์/๑;-3.0;748.0;ว 3์/๑
-6.0;752;ัว 3์/๑;-8.0;754.0;ัว 3์/๑
-11.0;757;ั 1์/๑;-15.0;758.0;ั 1์/๑
-16.0;759;ัย 2์/๑;-16.0;760.0;ัย 2์/๑
-16.0;762;ัย 2์/๑;-18.0;762.0;ัย 2์/๑
-19.0;760;ย 1์/๑;-20.0;758.0;ย 1์/๑
-12.0;745;ย 3์/๑;-14.0;745.0;ย 3์/๑
-17.0;752;Þย 2์/๑;-17.0;755.0;Þย 2์/๑
;;;-15.0;758.0;-
-16.0;756;ย 4์/๑;-17.0;755.0;ย 4์/๑
-16.0;752;ย 3์/๑;-14.0;751.0;ย 3์/๑
-9.0;750;ย 3์/๑;-7.0;749.0;ย 3์/๑
-6.0;740;ย 5์/๑;-3.0;737.0;ย 5์/๑
;;;-6.0;738.0;-
-12.0;744;ว 2์/๑;-15.0;747.0;ว 2์/๑
-17.0;755;ว 1์/๑;-19.0;754.0;ว 1์/๑
-11.0;747;ย 4์/๑;-9.0;746.0;ย 4์/๑
-6.0;747;Þย 2์/๑;-7.0;746.0;Þย 2์/๑
-5.0;749;ว 2์/๑;-4.0;750.0;ว 2์/๑
-6.0;756;ัว 1์/๑;-13.0;758.0;ัว 1์/๑
-12.0;755;ย 4์/๑;-8.0;753.0;ย 4์/๑
-4.0;752;Þย 3์/๑;-4.0;751.0;Þย 3์/๑
-7.0;743;ย 3์/๑;-5.0;742.0;ย 3์/๑
-2.0;741;ย 1์/๑;-3.0;742.0;ย 1์/๑
-8.0;754;Þว 4์/๑;-10.0;759.0;Þว 4์/๑
-12.0;764;ย 3์/๑;-10.0;761.0;ย 3์/๑
-6.0;758;Þย 2์/๑;-8.0;756.0;Þย 2์/๑
-8.0;757;ัย 1์/๑;-13.0;758.0;ัย 1์/๑
-19.0;756;ัว 2์/๑;-22.0;756.0;ัว 2์/๑
-19.0;755;ัว 4์/๑;-22.0;756.0;ัว 4์/๑
-17.0;755;ย 2์/๑;-20.0;755.0;ย 2์/๑
-17.0;753;ย 2์/๑;-20.0;754.0;ย 2์/๑
-11.0;745;Þย 3์/๑;-10.0;744.0;Þย 3์/๑
-3.0;746;ว 1์/๑;-1.0;747.0;ว 1์/๑
1.0;749;Þ 1์/๑;0.0;749.0;Þ 1์/๑
2.0;744;Þ 3์/๑;0.0;746.0;Þ 3์/๑
0.0;746;Þ 1์/๑;0.0;745.0;Þ 1์/๑
0.0;740;Þว 2์/๑;0.0;738.0;Þว 2์/๑
2.0;743;ว 3์/๑;0.0;744.0;ว 3์/๑
1.0;745;ว 1์/๑;-1.0;747.0;ว 1์/๑
-3.0;749;ว 1์/๑;-5.0;749.0;ว 1์/๑
-2.0;753;ัว 2์/๑;-5.0;755.0;ัว 2์/๑
-3.0;755;ว 2์/๑;-2.0;755.0;ว 2์/๑
0.0;758;ว 2์/๑;-4.0;760.0;ว 2์/๑
0.0;763;Þว 3์/๑;-4.0;764.0;Þว 3์/๑
-7.0;765;ย 3์/๑;-8.0;765.0;ย 3์/๑
-4.0;764;ย 2์/๑;-9.0;764.0;ย 2์/๑
-3.0;761;ย 1์/๑;-8.0;759.0;ย 1์/๑
-5.0;759;Þย 3์/๑;-7.0;759.0;Þย 3์/๑
-5.0;760;ย 2์/๑;-5.0;761.0;ย 2์/๑
-2.0;759;ย 3์/๑;-3.0;755.0;ย 3์/๑
0.0;748;ัว 3์/๑;-3.0;749.0;ัว 3์/๑
-2.0;753;ัย 3์/๑;-2.0;756.0;ัย 3์/๑
0.0;761;ัย 2์/๑;-2.0;761.0;ัย 2์/๑
1.0;758;ย 3์/๑;-1.0;755.0;ย 3์/๑
-4.0;750;ย 3์/๑;-4.0;749.0;ย 3์/๑
-3.0;756;Þย 2์/๑;-5.0;754.0;Þย 2์/๑
3.0;749;Þว 1์/๑;1.0;750.0;Þว 1์/๑
3.0;749;Þย 1์/๑;1.0;749.0;Þย 1์/๑
0.0;742;Þย 2์/๑;-1.0;741.0;Þย 2์/๑
3.0;749;ว 3์/๑;-1.0;753.0;ว 3์/๑
1.0;758;Þ 2์/๑;-1.0;757.0;Þ 2์/๑
1.0;758;ว 1์/๑;1.0;760.0;ว 1์/๑
2.0;760;-;-4.0;758.0;-
0.0;759;ัว 2์/๑;-3.0;761.0;ัว 2์/๑
-2.0;757;ย 3์/๑;-1.0;754.0;ย 3์/๑
0.0;750;Þย 1์/๑;0.0;749.0;Þย 1์/๑
3.0;747;ย 2์/๑;2.0;746.0;ย 2์/๑
2.0;745;ว 1์/๑;2.0;746.0;ว 1์/๑
3.0;751;ว 1์/๑;2.0;753.0;ว 1์/๑
6.0;757;-;0.0;758.0;-
3.0;758;ัย 2์/๑;3.0;758.0;ัย 2์/๑
2.0;756;ย 2์/๑;1.0;756.0;ย 2์/๑
3.0;756;ย 3์/๑;0.0;756.0;ย 3์/๑
4.0;752;ย 1์/๑;2.0;752.0;ย 1์/๑
6.0;749;ัว 2์/๑;2.0;750.0;ัว 2์/๑
1.0;750;ัว 4์/๑;-2.0;750.0;ัว 4์/๑
-2.0;749;ั 1์/๑;-3.0;749.0;ั 1์/๑
-2.0;748;ั 2์/๑;-7.0;746.0;ั 2์/๑
0.0;737;ว 3์/๑;-1.0;733.0;ว 3์/๑
2.0;734;ัว 2์/๑;-1.0;734.0;ัว 2์/๑
3.0;729;Þว 3์/๑;1.0;728.0;Þว 3์/๑
-4.0;728;ัว 4์/๑;-7.0;736.0;ัว 4์/๑
-4.0;743;Þว 2์/๑;-7.0;744.0;Þว 2์/๑
-2.0;745;ว 2์/๑;-5.0;746.0;ว 2์/๑
-2.0;749;Þย 2์/๑;-4.0;749.0;Þย 2์/๑
4.0;746;Þย 3์/๑;3.0;746.0;Þย 3์/๑
2.0;747;ว 1์/๑;0.0;748.0;ว 1์/๑
2.0;749;ย 3์/๑;2.0;749.0;ย 3์/๑
6.0;746;ย 2์/๑;4.0;744.0;ย 2์/๑
2.0;742;ัว 2์/๑;2.0;743.0;ัว 2์/๑
3.0;748;ัว 2์/๑;2.0;749.0;ัว 2์/๑
5.0;755;Þย 2์/๑;2.0;755.0;Þย 2์/๑
6.0;754;ย 1์/๑;2.0;753.0;ย 1์/๑
9.0;752;ัว 2์/๑;4.0;751.0;ัว 2์/๑
4.0;742;ว 3์/๑;4.0;742.0;ว 3์/๑
5.0;734;ย 3์/๑;8.0;732.0;ย 3์/๑
6.0;737;Þว 3์/๑;3.0;739.0;Þว 3์/๑
5.0;743;Þว 2์/๑;4.0;743.0;Þว 2์/๑
5.0;742;ั 1์/๑;2.0;743.0;ั 1์/๑
4.0;744;ัว 2์/๑;2.0;746.0;ัว 2์/๑
6.0;749;ว 2์/๑;2.0;750.0;ว 2์/๑
14.0;752;ั 1์/๑;9.0;752.0;ั 1์/๑
17.0;754;Þ 2์/๑;13.0;753.0;Þ 2์/๑
17.0;754;Þว 4์/๑;12.0;753.0;Þว 4์/๑
19.0;750;Þว 3์/๑;14.0;750.0;Þว 3์/๑
17.0;750;ัว 1์/๑;11.0;751.0;ัว 1์/๑
20.0;749;Þว 2์/๑;16.0;749.0;Þว 2์/๑
19.0;744;ย 3์/๑;15.0;744.0;ย 3์/๑
22.0;743;Þว 2์/๑;18.0;745.0;Þว 2์/๑
23.0;746;Þว 2์/๑;19.0;746.0;Þว 2์/๑
18.0;744;ั 1์/๑;13.0;744.0;ั 1์/๑
9.0;745;ั 2์/๑;9.0;745.0;ั 2์/๑
15.0;741;ย 1์/๑;12.0;740.0;ย 1์/๑
10.0;743;ว 3์/๑;10.0;745.0;ว 3์/๑
11.0;742;Þย 3์/๑;13.0;740.0;Þย 3์/๑
11.0;745;ว 3์/๑;8.0;746.0;ว 3์/๑
9.0;742;Þว 2์/๑;6.0;744.0;Þว 2์/๑
;;;9.0;754.0;-
18.0;754;ย 2์/๑;15.0;753.0;ย 2์/๑
22.0;752;ย 3์/๑;16.0;751.0;ย 3์/๑
20.0;749;ย 2์/๑;16.0;751.0;ย 2์/๑
17.0;752;ย 4์/๑;12.0;754.0;ย 4์/๑
15.0;756;ย 2์/๑;12.0;757.0;ย 2์/๑
14.0;753;ย 3์/๑;10.0;752.0;ย 3์/๑
10.0;749;ย 2์/๑;9.0;750.0;ย 2์/๑
12.0;751;ย 3์/๑;10.0;750.0;ย 3์/๑
15.0;749;ย 2์/๑;10.0;749.0;ย 2์/๑
11.0;746;ัย 1์/๑;11.0;746.0;ัย 1์/๑
19.0;747;ย 2์/๑;15.0;749.0;ย 2์/๑
21.0;749;ย 2์/๑;18.0;749.0;ย 2์/๑
23.0;749;ั 3์/๑;18.0;750.0;ั 3์/๑
21.0;752;ั 1์/๑;15.0;752.0;ั 1์/๑
19.0;754;ว 2์/๑;17.0;752.0;ว 2์/๑
25.0;749;ว 4์/๑;19.0;749.0;ว 4์/๑
22.0;751;ว 1์/๑;18.0;749.0;ว 1์/๑
22.0;744;Þว 2์/๑;15.0;743.0;Þว 2์/๑
10.0;742;ั 3์/๑;7.0;743.0;ั 3์/๑
15.0;745;ัย 3์/๑;10.0;746.0;ัย 3์/๑
8.0;747;ย 2์/๑;8.0;748.0;ย 2์/๑
15.0;748;ย 3์/๑;13.0;749.0;ย 3์/๑
18.0;750;Þย 3์/๑;15.0;752.0;Þย 3์/๑
17.0;752;ย 3์/๑;13.0;752.0;ย 3์/๑
24.0;751;ย 2์/๑;20.0;750.0;ย 2์/๑
17.0;748;ว 1์/๑;16.0;749.0;ว 1์/๑
20.0;748;ย 2์/๑;14.0;749.0;ย 2์/๑
20.0;747;Þว 2์/๑;16.0;748.0;Þว 2์/๑
21.0;751;ั 2์/๑;17.0;751.0;ั 2์/๑
25.0;749;Þย 2์/๑;22.0;749.0;Þย 2์/๑
29.0;748;Þย 2์/๑;23.0;748.0;Þย 2์/๑
30.0;749;Þย 2์/๑;21.0;749.0;Þย 2์/๑
